filename,total_pixels,class_0_pixels,class_1_pixels,class_0_ratio,class_1_ratio,image_shape
002f20ad-2ace-499c-9335-c9080bc3e6b5.png,1920000,1370452,549548,0.7137770833333333,0.28622291666666666,"(1200, 1600)"
003a89b0-a095-417a-8dd6-f408339bbc68.png,1920000,1241490,678510,0.646609375,0.353390625,"(1200, 1600)"
003d1cdc-0aec-430b-90e0-f4d82135b1ac.png,1920000,1710471,209529,0.8908703125,0.1091296875,"(1200, 1600)"
005e60b6-77b8-458c-b57c-bfe0c7e7df78.png,1920000,1500854,419146,0.7816947916666667,0.21830520833333333,"(1200, 1600)"
00a02700-2ea2-4590-9e15-ffc9160fd3de.png,1920000,1486476,433524,0.77420625,0.22579375,"(1200, 1600)"
00c8364b-8c85-4502-bcfe-64736fe76815.png,1920000,1468244,451756,0.7647104166666666,0.23528958333333333,"(1200, 1600)"
00d04a90-80e5-4bce-9511-1b64eabb7a47.png,1920000,1193450,726550,0.6215885416666667,0.37841145833333334,"(1200, 1600)"
010961af-b38c-49de-aca0-e3732d73d414.png,2688552,1956277,732275,0.7276321975546688,0.27236780244533115,"(1383, 1944)"
0154dd8e-72f8-4d78-a4dd-93e139577bd1.png,1920000,1255674,664326,0.653996875,0.346003125,"(1200, 1600)"
01b38a56-13eb-447b-89ee-fc21cb40dcc1.png,1920000,1248925,671075,0.6504817708333334,0.3495182291666667,"(1200, 1600)"
01b99da8-b66b-464b-a7ee-1cadab8db18b.png,1920000,1494510,425490,0.778390625,0.221609375,"(1200, 1600)"
027ab174-e47a-44f8-b85b-372449eeb7d8.png,1920000,1693801,226199,0.8821880208333334,0.11781197916666666,"(1200, 1600)"
02ea7aa8-c142-4a3d-939f-e77689741341.png,1920000,1370149,549851,0.7136192708333333,0.2863807291666667,"(1200, 1600)"
02fb5e19-6f94-4787-bb78-e550a29a3cbd.png,1920000,1555514,364486,0.8101635416666667,0.18983645833333335,"(1200, 1600)"
030f3421-ed3f-4bf1-8f27-4d02590bffbc.png,1920000,1441719,478281,0.7508953125,0.2491046875,"(1200, 1600)"
03359d4d-69cb-4146-8286-ca7399366f97.png,1920000,1448023,471977,0.7541786458333334,0.24582135416666667,"(1200, 1600)"
0346611b-ea43-45bd-9f16-c6e8086273d2.png,2688552,1983520,705032,0.7377651613210382,0.26223483867896175,"(1383, 1944)"
034c8d57-04d5-4786-93a4-6ae8fde2c258.png,1920000,1457936,462064,0.7593416666666667,0.24065833333333334,"(1200, 1600)"
035f6c4b-0897-46ab-9c3b-5f3b0feff043.png,1920000,1500357,419643,0.7814359375,0.2185640625,"(1200, 1600)"
036404d1-b9fc-497b-bbe1-f4d9c5ac3ce0.png,1920000,1364110,555890,0.7104739583333334,0.2895260416666667,"(1200, 1600)"
036e008f-07a1-4e92-899d-1822dc390ccb.png,1920000,1540515,379485,0.8023515625,0.1976484375,"(1200, 1600)"
03b9d6ad-39ca-4097-a98b-77f02b3c00a7.png,1920000,1193407,726593,0.6215661458333334,0.3784338541666667,"(1200, 1600)"
03be08c8-2cf3-4de6-8ac6-5f7817a6a643.png,2688552,1886303,802249,0.701605548265386,0.29839445173461404,"(1383, 1944)"
03c8da48-04b9-4520-b674-44a0ecd35688.png,1920000,1226636,693364,0.6388729166666667,0.3611270833333333,"(1200, 1600)"
03cbfcf2-8da6-462c-b30d-16d63357371f.png,1920000,1432222,487778,0.7459489583333333,0.25405104166666664,"(1200, 1600)"
040112be-3c8d-49aa-93f1-522f94a592ff.png,1920000,1281795,638205,0.6676015625,0.3323984375,"(1200, 1600)"
04018590-4e66-4cb9-ad2d-83570f1b29ae.png,1920000,1438803,481197,0.7493765625,0.2506234375,"(1200, 1600)"
0403835d-43f4-4a97-abfc-b2ff915f6d7b.png,1920000,1774083,145917,0.9240015625,0.0759984375,"(1200, 1600)"
04628a94-b674-469b-aff6-b476b70df87d.png,1920000,1295264,624736,0.6746166666666666,0.32538333333333336,"(1200, 1600)"
04a567df-5463-4043-81f1-d726223c19a9.png,1920000,1333004,586996,0.6942729166666667,0.3057270833333333,"(1200, 1600)"
04c07425-57c7-415c-a0bc-36857bbd4049.png,1920000,1533920,386080,0.7989166666666667,0.20108333333333334,"(1200, 1600)"
04d21589-b777-43c2-86b5-038cbf8c3a4e.png,1920000,1056158,863842,0.5500822916666667,0.44991770833333333,"(1200, 1600)"
04de27ff-0d36-4da3-a829-e93851d76981.png,1920000,1474487,445513,0.7679619791666666,0.23203802083333333,"(1200, 1600)"
04de3a31-fc09-40be-9c2c-9830c57f809d.png,1920000,1486471,433529,0.7742036458333333,0.22579635416666666,"(1200, 1600)"
04fb49a2-07b8-4cdf-b6f7-df5c3688e5f8.png,1920000,1357427,562573,0.7069932291666666,0.2930067708333333,"(1200, 1600)"
0546d843-d778-4aca-b8b5-bfe23d7c87da.png,1920000,1407606,512394,0.733128125,0.266871875,"(1200, 1600)"
05717db9-f1ef-4101-a9f7-7a007e83b1c9.png,1920000,1460100,459900,0.76046875,0.23953125,"(1200, 1600)"
05804cf0-f854-4099-97c2-df287f7c8a8c.png,1920000,1172126,747874,0.6104822916666667,0.3895177083333333,"(1200, 1600)"
05ac7b2a-6a77-4464-926b-8570f7c01693.png,1920000,1261535,658465,0.6570494791666667,0.3429505208333333,"(1200, 1600)"
06401963-8b02-46c5-ab2a-3d70bd01623f.png,1920000,1328314,591686,0.6918302083333333,0.3081697916666667,"(1200, 1600)"
064b84fe-bd21-4c27-b682-0a832272eac4.png,1920000,1638073,281927,0.8531630208333333,0.14683697916666666,"(1200, 1600)"
065af549-320a-4862-b92a-8ef750d7b5fb.png,1920000,1297497,622503,0.6757796875,0.3242203125,"(1200, 1600)"
06a3effb-996c-4767-afd2-6aa3b697cb4e.png,1920000,1176556,743444,0.6127895833333333,0.38721041666666667,"(1200, 1600)"
06bbcd42-3ba8-4476-8804-8455f56dd928.png,2688552,1673151,1015401,0.6223242102068325,0.37767578979316746,"(1383, 1944)"
06cd484f-e864-4fee-8819-688b45eed98e.png,1920000,1325120,594880,0.6901666666666667,0.30983333333333335,"(1200, 1600)"
06df7bbe-60d4-4f7c-ba4a-5a42ac4be91b.png,1920000,1293014,626986,0.6734447916666667,0.32655520833333335,"(1200, 1600)"
071901eb-4c3f-404b-a747-3d0b9d0a5158.png,1920000,1241869,678131,0.6468067708333334,0.3531932291666667,"(1200, 1600)"
07346d2e-a6e6-4dc0-95f1-9f7d8d7e3f66.png,1920000,1721183,198817,0.8964494791666666,0.10355052083333334,"(1200, 1600)"
073c10c9-5749-44b5-b08b-1be556a960f0.png,1920000,1280802,639198,0.667084375,0.332915625,"(1200, 1600)"
07a80340-f65e-4f58-9317-94bb6ebd5a28.png,1920000,1266315,653685,0.6595390625,0.3404609375,"(1200, 1600)"
07a96126-482e-4beb-b42a-0cb59e505372.png,1920000,1597529,322471,0.8320463541666666,0.16795364583333333,"(1200, 1600)"
07d15855-eb9b-46a9-b894-7cfe4d097826.png,1920000,1337978,582022,0.6968635416666666,0.30313645833333336,"(1200, 1600)"
082e1f81-4f49-44ad-b5bb-9dfc155b2ed8.png,1920000,1134992,785008,0.5911416666666667,0.4088583333333333,"(1200, 1600)"
0864c569-2ad7-48ed-b12a-e40aa5b93756.png,2688552,2049182,639370,0.7621879733031014,0.23781202669689855,"(1383, 1944)"
087602a2-288b-4a4d-b01a-524f0d799d89.png,2688552,1958893,729659,0.7286052120249116,0.2713947879750884,"(1383, 1944)"
087f2c9c-188d-43cc-a94c-0eb8f10ac092.png,1920000,1511298,408702,0.787134375,0.212865625,"(1200, 1600)"
0897f682-5301-49fc-a8d5-9df7762040bb.png,2688552,2126144,562408,0.7908137912154944,0.20918620878450556,"(1383, 1944)"
089c9744-f906-41d8-908d-1e37919a8658.png,1920000,1610751,309249,0.8389328125,0.1610671875,"(1200, 1600)"
08f5a524-0554-49c2-83a8-ae9a6d51e8fd.png,1920000,1357265,562735,0.7069088541666667,0.29309114583333334,"(1200, 1600)"
0901f9d1-be4f-4c19-8e83-dd724dded9f5.png,1920000,1379548,540452,0.7185145833333333,0.28148541666666665,"(1200, 1600)"
0906111b-bac7-4541-a6dc-da435c0724a8.png,1920000,1306049,613951,0.6802338541666667,0.31976614583333335,"(1200, 1600)"
093a831a-bf71-4333-bc06-942ae70cb164.png,1920000,952532,967468,0.49611041666666666,0.5038895833333333,"(1200, 1600)"
09bcedaa-e007-4692-a13f-ab02c3f872c4.png,1920000,1393209,526791,0.7256296875,0.2743703125,"(1200, 1600)"
09ecf7be-28e2-4531-b9e2-07e01c44097d.png,1920000,1322596,597404,0.6888520833333334,0.3111479166666667,"(1200, 1600)"
0a3b53c7-e7ab-4135-80aa-fd2079d727d6.png,2688552,2231764,456788,0.8300988785041167,0.1699011214958833,"(1383, 1944)"
0a747cb3-c720-4572-a661-ab5670a5c42e.png,1920000,1385600,534400,0.7216666666666667,0.2783333333333333,"(1200, 1600)"
0a7bfa8a-ee52-4f7a-b9c5-2919ecfa93ef.png,1920000,1161752,758248,0.6050791666666666,0.39492083333333333,"(1200, 1600)"
0ab56f9a-846d-49e2-a617-c6cc477fdfad.png,1920000,1489165,430835,0.7756067708333333,0.22439322916666668,"(1200, 1600)"
0ac747cd-ff32-49bf-bc1a-3e9b7702ce9c.png,1920000,1029920,890080,0.5364166666666667,0.46358333333333335,"(1200, 1600)"
0b04ec46-5119-4cda-8c35-c4e5b6f0eed0.png,1920000,1553767,366233,0.8092536458333334,0.19074635416666666,"(1200, 1600)"
0b923ab7-ebff-4079-a4bb-af7da89f374e.png,1920000,1526995,393005,0.7953098958333333,0.20469010416666666,"(1200, 1600)"
0ca25c88-457f-4f03-bbc1-98fb6663f1d1.png,1920000,1287113,632887,0.6703713541666667,0.32962864583333334,"(1200, 1600)"
0ceb4539-5c4c-487d-9826-452a88b5d537.png,1920000,1333920,586080,0.69475,0.30525,"(1200, 1600)"
0d095f3a-9243-472b-90b4-0ce8309e778c.png,1920000,1397491,522509,0.7278598958333333,0.2721401041666667,"(1200, 1600)"
0d098413-6911-4535-b70a-3c3effd8cf49.png,1920000,1395790,524210,0.7269739583333333,0.27302604166666666,"(1200, 1600)"
0d2aba33-6920-4001-bd54-59fe0bf9f50e.png,1920000,1453415,466585,0.7569869791666667,0.24301302083333334,"(1200, 1600)"
0d3c2521-da55-4df5-bf06-56b3bd4fb2fc.png,1920000,1249422,670578,0.650740625,0.349259375,"(1200, 1600)"
0d7bf56f-3b5a-40bd-971c-2ca33dd89b2c.png,1920000,1120751,799249,0.5837244791666667,0.41627552083333336,"(1200, 1600)"
0da07970-3146-479c-8a07-f61ed32814a9.png,1920000,1537407,382593,0.8007328125,0.1992671875,"(1200, 1600)"
0dcbf2c9-f959-4703-a72b-f6a81e66c2ea.png,1920000,1291239,628761,0.6725203125,0.3274796875,"(1200, 1600)"
0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,1920000,1033480,886520,0.5382708333333334,0.4617291666666667,"(1200, 1600)"
0e0bc36f-6fb2-4763-b0a1-b4c67b2d2d2a.png,2688552,2391107,297445,0.8893660974383237,0.11063390256167632,"(1383, 1944)"
0ed416f9-7c20-4829-9016-559e4009568e.png,1920000,1203742,716258,0.6269489583333333,0.3730510416666667,"(1200, 1600)"
0f0c949e-018a-4f3f-ab02-3704f49c7754.png,1920000,1461771,458229,0.7613390625,0.2386609375,"(1200, 1600)"
0f26699f-a776-4424-b092-27da9a1d12e2.png,1920000,1321312,598688,0.6881833333333334,0.3118166666666667,"(1200, 1600)"
0f2a6cda-afec-437b-8803-8d3176b072c1.png,1920000,1208565,711435,0.6294609375,0.3705390625,"(1200, 1600)"
0f735cca-051c-4048-a1fa-cb36f389e12f.png,1920000,1388959,531041,0.7234161458333334,0.27658385416666664,"(1200, 1600)"
0fa5b35d-6c44-4207-b6f8-d5b355086b5f.png,1920000,1334493,585507,0.6950484375,0.3049515625,"(1200, 1600)"
0fcd1ebe-ee4a-40a0-b787-29cee18bfa1b.png,1920000,1007603,912397,0.5247932291666667,0.47520677083333335,"(1200, 1600)"
1012abf2-cb05-4337-86c5-513ec4ca904d.png,1920000,1501413,418587,0.7819859375,0.2180140625,"(1200, 1600)"
105af41b-13cc-4ad1-8a1f-8bc4d47cdd94.png,1920000,1321771,598229,0.6884223958333333,0.3115776041666667,"(1200, 1600)"
10891eed-b0f2-4dd0-90cb-da185f6761b2.png,1920000,1429143,490857,0.7443453125,0.2556546875,"(1200, 1600)"
109fbb82-bc3c-41ac-984d-e2da86202873.png,1920000,1304378,615622,0.6793635416666667,0.3206364583333333,"(1200, 1600)"
10be6380-cbbb-4886-8b9e-ff56b1710576.png,1920000,1481996,438004,0.7718729166666667,0.22812708333333334,"(1200, 1600)"
11b72c7b-5c52-44b7-adb7-21eacc25e441.png,1920000,1295656,624344,0.6748208333333333,0.3251791666666667,"(1200, 1600)"
11e517bf-943b-4928-929a-e9f72c097880.png,1920000,1278256,641744,0.6657583333333333,0.33424166666666666,"(1200, 1600)"
12269960-075f-40ca-9630-49ea2ce78294.png,1920000,1586807,333193,0.8264619791666666,0.17353802083333333,"(1200, 1600)"
13099edb-35d9-438f-b093-2cf2ebf9d255.png,1920000,1488412,431588,0.7752145833333334,0.22478541666666665,"(1200, 1600)"
1315c2a4-0794-4dfa-a709-e2451723d2b6.png,1920000,1479649,440351,0.7706505208333333,0.22934947916666668,"(1200, 1600)"
1345dc89-a3d9-4b71-8a75-b3bff01ba518.png,1920000,1618418,301582,0.8429260416666666,0.15707395833333335,"(1200, 1600)"
137d540f-d71e-47e8-bd9b-6cd0a6433c33.png,1920000,1540488,379512,0.8023375,0.1976625,"(1200, 1600)"
1380f9b4-bf54-4492-90c3-743c7aa8898b.png,1920000,1535684,384316,0.7998354166666667,0.20016458333333334,"(1200, 1600)"
13bab3c3-3f79-44d9-a287-0ae6d71eff31.png,1920000,1051960,868040,0.5478958333333334,0.45210416666666664,"(1200, 1600)"
14005767-9296-4b48-8a9d-bbe9b2040005.png,1920000,1404176,515824,0.7313416666666667,0.26865833333333333,"(1200, 1600)"
143f5959-5b6d-4f95-bcee-9e110450fc22.png,1920000,1146777,773223,0.5972796875,0.4027203125,"(1200, 1600)"
1493d140-c9d5-4c3a-9caf-3eafb290a49b.png,1920000,1461756,458244,0.76133125,0.23866875,"(1200, 1600)"
14b68d86-ac7f-419d-b4a5-6b0b1d9aaa18.png,1920000,1226136,693864,0.6386125,0.3613875,"(1200, 1600)"
14efbfc8-39f6-4599-9994-a8cc95605b9c.png,1920000,1298989,621011,0.6765567708333333,0.3234432291666667,"(1200, 1600)"
1519257c-e3e5-4474-908f-8665b3cf1258.png,1920000,1283832,636168,0.6686625,0.3313375,"(1200, 1600)"
151f3af5-5e6e-4bcd-9389-4974fc68813e.png,1920000,1165371,754629,0.6069640625,0.3930359375,"(1200, 1600)"
15625643-d964-4b14-9839-c126384ae35b.png,2688552,2165190,523362,0.8053368504682075,0.1946631495317926,"(1383, 1944)"
1574565f-f45b-4160-947e-25ce1a81aaca.png,1920000,1419495,500505,0.7393203125,0.2606796875,"(1200, 1600)"
157ac97a-396e-4f6c-94c6-72a4d06ccc5f.png,1920000,1687591,232409,0.8789536458333334,0.12104635416666666,"(1200, 1600)"
15a5849d-8bc7-4e01-938b-c1f55067787d.png,2688552,2160601,527951,0.8036299837235805,0.19637001627641942,"(1383, 1944)"
161978c3-3a05-47a5-9fee-be7d25693eae.png,1920000,1262663,657337,0.6576369791666666,0.3423630208333333,"(1200, 1600)"
16244280-6c74-47d3-b544-9fd6831a6bf9.png,1920000,1285756,634244,0.6696645833333333,0.33033541666666666,"(1200, 1600)"
169d541c-daed-468e-8b41-0f1abccdf319.png,1920000,1099023,820977,0.5724078125,0.4275921875,"(1200, 1600)"
16a51468-9f93-45df-9ae2-5a74c25c5a4b.png,1920000,1620551,299449,0.8440369791666666,0.15596302083333333,"(1200, 1600)"
16ec6e1f-5020-40b3-ba26-51c340d03ee7.png,1920000,1516173,403827,0.7896734375,0.2103265625,"(1200, 1600)"
177a3141-fa93-426a-9b52-7da71547ce44.png,1920000,1416020,503980,0.7375104166666666,0.26248958333333333,"(1200, 1600)"
177f883a-f0f1-4b8e-b598-2ca4bab27381.png,1920000,1281013,638987,0.6671942708333334,0.3328057291666667,"(1200, 1600)"
17c06a23-bb77-49cb-9ffb-fbfc75fcc715.png,1920000,1679020,240980,0.8744895833333334,0.12551041666666668,"(1200, 1600)"
17ef5841-bd19-4610-ba47-7d321231847b.png,1920000,1404700,515300,0.7316145833333333,0.26838541666666665,"(1200, 1600)"
184b376b-03cb-4c2d-af51-fc1a62196293.png,1920000,1361089,558911,0.7089005208333333,0.2910994791666667,"(1200, 1600)"
1863da5f-c595-4541-a8f4-21fe78678168.png,1920000,1398613,521387,0.7284442708333333,0.27155572916666665,"(1200, 1600)"
187f92b2-71ed-484a-9bd3-599ca0d2636f.png,1920000,1647976,272024,0.8583208333333333,0.14167916666666666,"(1200, 1600)"
1893e0c5-88e9-4644-bd59-3e47bc53a88c.png,1920000,1665042,254958,0.867209375,0.132790625,"(1200, 1600)"
18dbe7c4-89d2-42a6-a969-1e951ab313b1.png,1920000,1399032,520968,0.7286625,0.2713375,"(1200, 1600)"
191071ab-6515-428c-9f05-8e4309542b75.png,1920000,1231312,688688,0.6413083333333334,0.3586916666666667,"(1200, 1600)"
191f87a4-6f2d-49e7-bba0-08e3aa78ddaf.png,1920000,1424488,495512,0.7419208333333334,0.2580791666666667,"(1200, 1600)"
19370afd-f897-47d8-bfae-c0d257bbf795.png,1920000,1498834,421166,0.7806427083333334,0.21935729166666668,"(1200, 1600)"
194aec70-41a5-4ac3-b22f-0b6eda91f730.png,1920000,1385441,534559,0.7215838541666667,0.27841614583333335,"(1200, 1600)"
1976cd04-d24f-457c-b423-7e4cdb05de9e.png,1920000,619207,1300793,0.32250364583333335,0.6774963541666666,"(1200, 1600)"
19979a60-df80-4111-bf69-81a7e9c4dd0b.png,1920000,1498472,421528,0.7804541666666667,0.21954583333333333,"(1200, 1600)"
1a27ebe9-93a1-4898-af69-f276057d4012.png,1920000,1260317,659683,0.6564151041666667,0.34358489583333335,"(1200, 1600)"
1a332b2c-9d49-4ff2-810c-5633d2314527.png,1920000,1045302,874698,0.544428125,0.455571875,"(1200, 1600)"
1a48cbc1-5423-47e5-8ca5-2ab4f83a05a5.png,1920000,1087419,832581,0.5663640625,0.4336359375,"(1200, 1600)"
1b369bcf-ced4-4ae2-9196-2664bd2b1738.png,1920000,1092180,827820,0.56884375,0.43115625,"(1200, 1600)"
1b7f47fc-26cd-4273-b848-88a7cbfd9f85.png,1920000,1176473,743527,0.6127463541666667,0.3872536458333333,"(1200, 1600)"
1b814efc-7bf9-40ae-8e13-49dc2c04732f.png,2688552,2276637,411915,0.8467892754166555,0.1532107245833445,"(1383, 1944)"
1c406ce1-023b-47fc-a2cd-5ea2e255de65.png,1920000,1364153,555847,0.7104963541666667,0.2895036458333333,"(1200, 1600)"
1c87b997-a8e6-48ca-bf40-19b9a7fd6a96.png,1920000,1377582,542418,0.717490625,0.282509375,"(1200, 1600)"
1c90231b-2830-42d9-884e-7301edb16933.png,1920000,1195965,724035,0.6228984375,0.3771015625,"(1200, 1600)"
1d4cdf2e-79a0-41e9-aabe-e437a190dfc4.png,1920000,1579525,340475,0.8226692708333333,0.17733072916666667,"(1200, 1600)"
1d4f06e1-9c9b-487e-84cd-e7e50cc754da.png,1920000,1391364,528636,0.72466875,0.27533125,"(1200, 1600)"
1d9d4dac-66f9-4c87-b714-d723d5b15fa9.png,1920000,1468286,451714,0.7647322916666667,0.23526770833333333,"(1200, 1600)"
1dd3e6dd-343f-4cc9-b0ed-e4d27fb36f0a.png,1920000,1177595,742405,0.6133307291666666,0.38666927083333336,"(1200, 1600)"
1e647046-333b-4102-a0c6-4c29405c37b3.png,2688552,1921756,766796,0.714792200411225,0.2852077995887749,"(1383, 1944)"
1e86933d-6a5a-4a3c-a0f2-ca22afd767b3.png,1920000,1294097,625903,0.6740088541666667,0.32599114583333333,"(1200, 1600)"
