filename,total_pixels,class_0_pixels,class_1_pixels,class_0_ratio,class_1_ratio,image_shape
002f20ad-2ace-499c-9335-c9080bc3e6b5.png,1920000,1367972,552028,0.7124854166666666,0.28751458333333335,"(1200, 1600)"
003a89b0-a095-417a-8dd6-f408339bbc68.png,1920000,1242100,677900,0.6469270833333334,0.3530729166666667,"(1200, 1600)"
003d1cdc-0aec-430b-90e0-f4d82135b1ac.png,1920000,1714697,205303,0.8930713541666667,0.10692864583333334,"(1200, 1600)"
005e60b6-77b8-458c-b57c-bfe0c7e7df78.png,1920000,1496755,423245,0.7795598958333333,0.22044010416666668,"(1200, 1600)"
00a02700-2ea2-4590-9e15-ffc9160fd3de.png,1920000,1455927,464073,0.7582953125,0.2417046875,"(1200, 1600)"
00c8364b-8c85-4502-bcfe-64736fe76815.png,1920000,1430913,489087,0.7452671875,0.2547328125,"(1200, 1600)"
00d04a90-80e5-4bce-9511-1b64eabb7a47.png,1920000,1117773,802227,0.5821734375,0.4178265625,"(1200, 1600)"
010961af-b38c-49de-aca0-e3732d73d414.png,2688552,1949968,738584,0.7252855812348059,0.27471441876519404,"(1383, 1944)"
0154dd8e-72f8-4d78-a4dd-93e139577bd1.png,1920000,1229373,690627,0.6402984375,0.3597015625,"(1200, 1600)"
01b38a56-13eb-447b-89ee-fc21cb40dcc1.png,1920000,1253201,666799,0.6527088541666667,0.3472911458333333,"(1200, 1600)"
01b99da8-b66b-464b-a7ee-1cadab8db18b.png,1920000,1488771,431229,0.7754015625,0.2245984375,"(1200, 1600)"
027ab174-e47a-44f8-b85b-372449eeb7d8.png,1920000,1671086,248914,0.8703572916666666,0.12964270833333333,"(1200, 1600)"
02ea7aa8-c142-4a3d-939f-e77689741341.png,1920000,1358900,561100,0.7077604166666667,0.29223958333333333,"(1200, 1600)"
02fb5e19-6f94-4787-bb78-e550a29a3cbd.png,1920000,1583550,336450,0.824765625,0.175234375,"(1200, 1600)"
